"DateOfDataEntry","Square","Member","SubMember","ToolNumber","RawMaterial","OtherRaw.MaterialID","CoreTypology","OverallCortexArea","CortexType","CoreArtifactClass","EvidenceBipolar","NumberCoreFaces","WhichIsPlatform","CoreBlankSphericity","IntendedProduct","CoreSubTypology","ConardUnifiedType","BipolarChronology","DegreeOfKnappingAlongCircumference","OverallScarCount","LengthLongestFlakeScar","MaxLength","MaxWidth","MaxThickness","Mass","OtherNotes","Photograph","FeatureName","surface_area_cores_2","SDI_2"
"12.08.15","P14","CL","CL2",541,"FineChert","","Core>2flakescars","11-40%","Outcrop","CoreFrag","Bipolar","2","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","180-270",NA,NA,18.48,8.37,6.89,1.14,"chilled","Yes","",679.3482,NA
"12.08.15","P14","CL","CL2",542,"Chalcedony","","Core>2flakescars","0%","","CoreFrag","Bipolar","1","None","SphericalOrCubic","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,15.27,13.76,7.17,1.52,"chilled","No","",836.5206,NA
"12.08.15","P14","CL","CL2",543,"Quartzite","","Core>2flakescars","41-60%","Outcrop","CompCore","Bipolar","2","None","Flake","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,16.99,10.7,4.64,0.79,"only non flaked is cortical","Yes","",620.5492,NA
"12.08.15","P14","CL","CL2",544,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","270-360",NA,NA,15.05,9.96,5.83,0.89,"","No","",591.4126,NA
"12.08.15","P14","CL","CL2",545,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,11.56,8.55,5.28,0.45,"","Yes","",410.0376,NA
"12.08.15","P14","CL","CL2",546,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,10.01,6.51,4.18,0.26,"","No","",268.4374,NA
"12.08.15","P14","CL","CL2",162,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,11.15,3.74,2.08,0.08,"splinter like bladelet core","Yes","",145.3444,0.0412812602343124
"12.08.15","P14","CL","CL2",163,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","180-270",6,NA,11.78,3.01,2.49,0.12,"splinter like bladelet core","Yes","",144.5698,0.0415024438022326
"12.08.15","P14","CL","CL2",164,"Chalcedony","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,9.97,5.18,5.33,0.21,"ccs and bp","Yes","",264.7882,0.0151064133522566
"12.08.15","P14","CL","CL2",165,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",5,NA,7.68,3.69,2.6,0.09,"","No","",115.8024,0.0431769980587622
"12.08.15","P14","CL","CL2",166,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,0,4.03,2.23,0.09,"chilled","No","",17.9738,0.222546150507962
"12.08.15","P14","CL","CL2",167,"FineChert","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.49,3.78,3.27,0.08,"good eg of ccs and bipolar","Yes","",130.3302,0.0306912749309063
"12.08.15","P14","CL","CL2",168,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.79,4.3,3.34,0.11,"","No","",147.7552,0.0270718052562617
"12.08.15","P14","CL","CL2",169,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",6,NA,7.51,4.53,2.72,0.1,"","No","",133.5382,0.0449309635744678
"12.08.15","P14","CL","CL2",170,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,10.11,4.11,3.08,0.16,"good eg of crystal cortex","Yes","",170.6994,0.0234330056227497
"12.08.15","P14","CL","CL2",171,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",5,NA,7.54,4.34,2.94,0.11,"","No","",135.3016,0.0369544779958256
"12.08.15","P14","CL","CL2",172,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",3,NA,6.93,3.9,2.71,0.07,"","No","",112.7526,0.0266069252505042
"12.08.15","P14","CL","CL2",173,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,8.55,4.09,2.77,0.1,"chilled","No","",139.9646,0.0285786548884504
"12.08.15","P14","CL","CL2",174,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",3,NA,7.56,3.6,2.86,0.09,"","Yes","",118.2672,0.0253662892162831
"12.08.15","P14","CL","CL2",175,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",7,NA,8.81,4.66,3.37,0.12,"","No","",172.897,0.040486532444172
"12.08.15","P14","CL","CL2",176,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",3,NA,9.47,4.67,2.1,0.1,"Possible evidence for use at tip","Yes","",147.8378,0.0202925097640793
"12.08.15","P14","CL","CL2",177,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,6.3,3.73,2.28,0.06,"","No","",92.7348,0.064700630184138
"12.08.15","P14","CL","CL2",178,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",5,NA,6.31,4.44,2.56,0.06,"","No","",111.0728,0.0450155213517621
"12.08.15","P14","CL","CL2",179,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",4,NA,7.46,5.44,2.29,0.08,"","No","",140.2468,0.0285211498586777
"12.08.15","P14","CL","CL2",180,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,7.86,6.03,2.5,0.13,"","Yes","",164.2416,0.0243543657636068
"12.08.15","P14","CL","CL2",181,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,8.58,7.63,1.64,0.14,"very flat core, also PE use","Yes","",184.0996,0.0380228963017845
"12.08.15","P14","CL","CL2",182,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",6,NA,7.17,7.39,2.17,0.14,"","No","",169.163,0.0354687490763347
"12.08.15","P14","CL","CL2",183,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",6,NA,8.49,4.26,2.53,0.07,"chilled","No","",136.8498,0.0438436884818246
"12.08.15","P14","CL","CL2",184,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,7.48,3.28,2.6,0.06,"","No","",105.0208,0.047609616380755
"12.08.15","P14","CL","CL2",185,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,9.79,4.14,2.54,0.1,"","No","",151.8256,0.02634601806283
"12.08.15","P14","CL","CL2",186,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",8,NA,12.13,3.78,2.63,0.15,"","No","",175.3894,0.045612790738779
"12.08.15","P14","CL","CL2",187,"Chalcedony","","Core>2flakescars","1-9%","","CompCore","Inde","","","SphericalOrCubic","","Preparedcore","","indeterminate","270-360",5,NA,6.53,5.4,2.84,0.11,"possibly a tiny prepared core, but hard to believe, lower surface seems geared to exploiting upper","Yes","",138.2864,0.0361568455032454
"12.09.15","P14","CL","CL2",204,"Chalcedony","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",0,NA,10.71,5.33,3.4,0.22,"","No","",223.2406,0
"12.09.15","P14","CL","CL2",205,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",9,NA,9.05,4.18,3.15,0.13,"","No","",159.007,0.056601281704579
"12.09.15","P14","CL","CL2",206,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,8.63,4.73,3.75,0.21,"","No","",181.8398,0.0274967306387271
"12.09.15","P14","CL","CL2",207,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,8.92,4.74,2.35,0.1,"","No","",148.7636,0.0268882979438519
"12.09.15","P14","CL","CL2",208,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,6.76,4.48,1.94,0.09,"","Yes","",104.1808,0.0671908835409212
"12.09.15","P14","CL","CL2",209,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",7,NA,9.61,5.01,3.35,0.16,"","No","",194.2462,0.0360367410018832
"12.08.15","P14","CL","CL2",550,"FineChert","","Core>2flakescars","11-40%","Outcrop","CoreFrag","Inde","3","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","180-270",NA,NA,16.41,7.29,6.75,1.23,"only non flaked is cortical","No","AF6",559.2078,NA
"12.08.15","P14","CL","CL2",551,"VeinQuartz","","Core>2flakescars","0%","Outcrop","CoreFrag","Inde","1","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","180-270",NA,NA,15.69,6.1,3.77,0.31,"chilled","Yes","AF6",355.7146,NA
"12.08.15","P14","CL","CL2",188,"CrystalQuartz","","Core>2flakescars","41-60%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",7,NA,7.26,5.29,3.73,0.15,"","No","AF6",170.4338,0.0410716653621523
"12.08.15","P14","CL","CL2",189,"HeterogenousChert","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",6,NA,10.49,7.34,4.79,0.4,"","No","AF6",324.8046,0.0184726447839717
"12.08.15","P14","CL","CL2",190,"HeterogenousChert","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,9.53,6.46,4.81,0.33,"proximal end","No","AF6",276.9514,0.0144429672498496
"12.08.15","P14","CL","CL2",191,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",4,NA,10.25,8.95,5.95,0.45,"","No","AF6",411.955,0.00970979840031071
"12.08.15","P14","CL","CL2",192,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",6,NA,6.67,4.21,2.43,0.08,"","No","AF6",109.0382,0.0550265870126249
"12.08.15","P14","CL","CL2",193,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","90-180",7,NA,7.76,4.23,2.65,0.11,"chilled","No","AF6",129.1966,0.0541809923790564
"12.08.15","P14","CL","CL2",194,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,6.47,2.24,2.42,0.05,"mising part of prox or dist","Yes","AF6",71.142,0.0562255770149841
"12.08.15","P14","CL","CL2",195,"Chalcedony","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",5,NA,5.69,4.09,2.57,0.09,"","No","AF6",96.8134,0.0516457432545495
"12.11.15","P14","CL","CL2",310,"FineChert","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,11.48,7.93,4.34,0.41,"","Yes","AF6",350.5516,0.0142632354266818
"12.11.15","P14","CL","CL2",311,"Chalcedony","","Core>2flakescars","41-60%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","180-270",6,NA,9.03,7.86,2.17,0.2,"only non flaked is cortical","Yes","AF6",215.2542,0.027874020576602
"12.08.15","P14","CL","CL2",552,"FineChert","","Core>2flakescars","0%","","CompCore","Inde","Indeterminate","None","NotSphericalFlat","Flake","CoreReducedPiece","Bipolar","NoFH","270-360",NA,NA,19.89,15.09,5.82,1.46,"used 1 face option because too complex to count faces on this guy","Yes","AF7",1007.4474,NA
"12.08.15","P14","CL","CL2",554,"FineChert","","Core>2flakescars","1-9%","Outcrop","CompCore","Freehand","Indeterminate","None","SphericalOrCubic","Flake","CoreReducedPiece","Bipolar","indeterminate","270-360",NA,NA,15.34,11.39,10.59,1.69,"","No","AF7",915.5866,NA
"12.08.15","P14","CL","CL2",196,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",5,NA,9.39,3.81,2.7,0.12,"chilled","No","AF7",142.8318,0.035006210101672
"12.08.15","P14","CL","CL2",197,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","90-180",5,NA,5.87,6.1,2.43,0.1,"chilled","No","AF7",129.7882,0.0385243034420695
"12.08.15","P14","CL","CL2",198,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",5,NA,5.5,5.18,3.06,0.11,"","No","AF7",122.3416,0.0408691728733317
"12.08.15","P14","CL","CL2",199,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.2,3.3,3.51,0.12,"","Yes","AF7",121.23,0.0329951332178504
"12.08.15","P14","CL","CL2",200,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",5,NA,6.62,4.98,3.57,0.12,"","No","AF7",148.7592,0.0336113665574969
"12.08.15","P14","CL","CL2",201,"Chalcedony","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",4,NA,8.27,4.58,2.44,0.11,"good eg of ccs and bp","Yes","AF7",138.4612,0.0288889595063455
"12.08.15","P14","CL","CL2",202,"CrystalQuartz","","Core>2flakescars","41-60%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",5,NA,5.55,4.54,3.08,0.1,"","No","AF7",112.5484,0.0444253316795263
"12.08.15","P14","CL","CL2",536,"Quartzite","","Core>2flakescars","11-40%","Cobble","CompCore","Inde","2","None","SphericalOrCubic","Indeterminate","CoreReducedPiece","Bipolar","NoFH","270-360",NA,NA,21.3,11.8,7.44,1.85,"","Yes","MOU",995.208,NA
"12.08.15","P14","CL","CL2",537,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Inde","4","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,14.11,7.05,5.89,0.73,"","Yes","MOU",448.2158,NA
"12.08.15","P14","CL","CL2",156,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,9.89,6.5,2.74,0.2,"","Yes","MOU",218.3872,0.0320531606247985
"12.08.15","P14","CL","CL2",157,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",7,NA,7.96,3.95,2.49,0.08,"","Yes","MOU",122.1958,0.0572851112722368
"12.08.15","P14","CL","CL2",158,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","indeterminate","270-360",7,NA,7.41,4.48,3.07,0.12,"","Yes","MOU",139.3982,0.0502158564457791
"12.08.15","P14","CL","CL2",159,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","90-180",7,NA,6.65,2.93,2.21,0.06,"chilled","Yes","MOU",81.3126,0.0860875190314908
"12.08.15","P14","CL","CL2",160,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,5.13,4.48,2.33,0.05,"","Yes","MOU",90.7474,0.0440783978383954
"12.08.15","P14","CL","CL2",161,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,7.31,7.37,3.55,0.18,"","No","MOU",211.9774,0.033022388235727
"12.10.15","P14","CL","CL3",576,"Chalcedony","","Core>2flakescars","0%","","CoreFrag","Bipolar","1","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","180-270",NA,NA,12.41,5.13,3.64,0.28,"chilled","Yes","",255.0178,NA
"12.10.15","P14","CL","CL3",577,"CrystalQuartz","","Core>2flakescars","1-9%","Outcrop","CompCore","Bipolar","Indeterminate","None","SphericalOrCubic","Flake","CoreReducedPiece","Bipolar","NoFH","270-360",NA,NA,11.52,8.9,3.94,0.39,"","No","",365.9656,NA
"12.10.15","P14","CL","CL3",578,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","3","None","SphericalOrCubic","Flake","CoreReducedPiece","Bipolar","NoFH","270-360",NA,NA,13.02,7.59,4.13,0.48,"","Yes","",367.8822,NA
"12.10.15","P14","CL","CL3",579,"CrystalQuartz","","Core>2flakescars","1-9%","Outcrop","CompCore","Bipolar","Indeterminate","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,11.54,5.34,4.74,0.35,"shows signs of damage at tip","Yes","",283.2696,NA
"12.10.15","P14","CL","CL3",580,"Chalcedony","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","Indeterminate","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,13.48,5.42,5.52,0.33,"","No","",354.7792,NA
"12.11.15","P14","CL","CL3",600,"Chalcedony","","Core>2flakescars","0%","","CompCore","Bipolar","3","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","AfterFH","270-360",NA,NA,13.82,9.11,6.51,0.95,"face 2 shows a pre FH flaking surface","Yes","",550.349,NA
"12.11.15","P14","CL","CL3",601,"VeinQuartz","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","2","None","SphericalOrCubic","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,19.89,13.44,7.38,2.08,"","No","",1026.594,NA
"12.10.15","P14","CL","CL3",258,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,10.01,4.71,3.51,0.16,"","No","",197.6286,0.0202399855081704
"12.10.15","P14","CL","CL3",259,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,10.38,4.86,3.48,0.17,"","No","",206.964,0.0289905490809996
"12.10.15","P14","CL","CL3",260,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,10.77,6.29,3.21,0.2,"","No","",245.0118,0.0204071803888629
"12.10.15","P14","CL","CL3",261,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",6,NA,5,5.55,2.14,0.09,"","No","",100.654,0.0596101496214755
"12.10.15","P14","CL","CL3",262,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,9.03,4.12,2.58,0.11,"","No","",142.2612,0.0421759411561269
"12.10.15","P14","CL","CL3",263,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",6,NA,6.94,4.35,7.16,0.28,"","No","",222.0508,0.0270208438789682
"12.10.15","P14","CL","CL3",264,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",5,NA,8.58,4.77,2.43,0.1,"","No","",146.7342,0.0340752190014325
"12.10.15","P14","CL","CL3",265,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","90-180",5,NA,6.95,3.37,2.3,0.06,"chilled","No","",94.315,0.0530138366113556
"12.10.15","P14","CL","CL3",266,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,7.26,4.21,3.72,0.1,"","Yes","",146.466,0.0273100924446629
"12.10.15","P14","CL","CL3",267,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,11.21,3.31,2.93,0.18,"","No","",159.2974,0.031387831816464
"12.10.15","P14","CL","CL3",268,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,10.52,2.52,2.37,0.08,"","No","",114.8304,0.0348339812453845
"12.10.15","P14","CL","CL3",269,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,8.68,4.08,1.73,0.06,"","No","",114.9784,0.043486428755314
"12.10.15","P14","CL","CL3",270,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,7.34,5.36,2.18,0.09,"","No","",134.0568,0.0298380984776602
"12.10.15","P14","CL","CL3",271,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",3,NA,7.23,2.55,2.55,0.05,"","Yes","",86.751,0.0345817339281392
"12.10.15","P14","CL","CL3",272,"CrystalQuartz","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","90-180",4,NA,10.04,5.24,2.13,0.16,"","No","",170.312,0.0234863074827376
"12.11.15","P14","CL","CL3",301,"Chalcedony","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",9,NA,9.13,7.18,5.82,0.43,"","Yes","",320.9552,0.0280412967292632
"12.11.15","P14","CL","CL3",304,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",7,NA,13.88,4.06,2.94,0.18,"","No","",218.1928,0.0320817185534995
"12.11.15","P14","CL","CL3",305,"HeterogenousChert","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",7,NA,10.18,4.7,4.25,0.18,"","No","",222.172,0.0315071206092577
"12.10.15","P14","CL","CL3",250,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",0,NA,12.4,5.95,3.76,0.27,"","No","AF5",285.552,0
"12.10.15","P14","CL","CL3",251,"Chalcedony","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,11.74,5.47,2.11,0.16,"","Yes","AF5",201.0618,0.0348151662822078
"12.10.15","P14","CL","CL3",252,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,7.62,4.75,3.25,0.14,"","No","AF5",152.795,0.0392683006642887
"12.10.15","P14","CL","CL3",253,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,8.51,4.08,2.66,0.13,"","No","AF5",136.4204,0.0366514099064363
